"Step","run_1k_episodes_mstep30 - val-reward","run_1k_episodes_mstep30 - val-reward__MIN","run_1k_episodes_mstep30 - val-reward__MAX"
"5192","0.4292167938600559","0.4292167938600559","0.4292167938600559"
"5226","0.3162749428461313","0.3162749428461313","0.3162749428461313"
"5260","0.3483964168410822","0.3483964168410822","0.3483964168410822"
"5294","0.3726439287895855","0.3726439287895855","0.3726439287895855"
"5328","0.28188117515611816","0.28188117515611816","0.28188117515611816"
"5362","0.2110132861232513","0.2110132861232513","0.2110132861232513"
"5396","0.2696712784703617","0.2696712784703617","0.2696712784703617"
"5430","0.4172557955569629","0.4172557955569629","0.4172557955569629"
"5464","0.3903808538574925","0.3903808538574925","0.3903808538574925"
"5498","0.43212207198235425","0.43212207198235425","0.43212207198235425"
"5532","0.2362428977533002","0.2362428977533002","0.2362428977533002"
"5566","0.2300619099761135","0.2300619099761135","0.2300619099761135"
"5600","0.29897124876977715","0.29897124876977715","0.29897124876977715"
"5634","0.37769939040326234","0.37769939040326234","0.37769939040326234"
"5668","0.2313787713483272","0.2313787713483272","0.2313787713483272"
"5702","0.25614869370730414","0.25614869370730414","0.25614869370730414"
"5736","0.37554013472564535","0.37554013472564535","0.37554013472564535"
"5770","0.26931952887632843","0.26931952887632843","0.26931952887632843"
"5804","0.41647774618071814","0.41647774618071814","0.41647774618071814"
"5838","0.3246936523072329","0.3246936523072329","0.3246936523072329"
"5872","0.26690414230505993","0.26690414230505993","0.26690414230505993"
"5906","0.26186121754557146","0.26186121754557146","0.26186121754557146"
"5940","0.3950694336251257","0.3950694336251257","0.3950694336251257"
"5974","0.22898016432352022","0.22898016432352022","0.22898016432352022"
"6008","0.3911606913103058","0.3911606913103058","0.3911606913103058"
"6042","0.3716843273624319","0.3716843273624319","0.3716843273624319"
"6076","0.4050853333410032","0.4050853333410032","0.4050853333410032"
"6110","0.5124349488555068","0.5124349488555068","0.5124349488555068"
"6144","0.30945362906522655","0.30945362906522655","0.30945362906522655"
"6178","0.38632190946588657","0.38632190946588657","0.38632190946588657"
"6212","0.4050090283529974","0.4050090283529974","0.4050090283529974"
"6246","0.25479740057889805","0.25479740057889805","0.25479740057889805"
"6280","0.2917066025664074","0.2917066025664074","0.2917066025664074"
"6314","0.3591483795081915","0.3591483795081915","0.3591483795081915"
"6348","0.22416397708260052","0.22416397708260052","0.22416397708260052"
"6382","0.36971455456056024","0.36971455456056024","0.36971455456056024"
"6416","0.38879213923446354","0.38879213923446354","0.38879213923446354"
"6450","0.5145756438329223","0.5145756438329223","0.5145756438329223"
"6484","0.4232723055847562","0.4232723055847562","0.4232723055847562"
"6518","0.21170434057913176","0.21170434057913176","0.21170434057913176"
"6552","0.15660089599237711","0.15660089599237711","0.15660089599237711"
"6586","0.3174155352387215","0.3174155352387215","0.3174155352387215"
"6620","0.4090519549422836","0.4090519549422836","0.4090519549422836"
"6654","0.30602713505455703","0.30602713505455703","0.30602713505455703"
"6688","0.4340869423402663","0.4340869423402663","0.4340869423402663"
"6722","0.3588153963457918","0.3588153963457918","0.3588153963457918"
"6756","0.48504508113027534","0.48504508113027534","0.48504508113027534"
"6790","0.27154477607230243","0.27154477607230243","0.27154477607230243"
"6824","0.4330938609182196","0.4330938609182196","0.4330938609182196"
"6858","0.3900271225036662","0.3900271225036662","0.3900271225036662"
"6892","0.4139454305186639","0.4139454305186639","0.4139454305186639"
"6926","0.41468812955817275","0.41468812955817275","0.41468812955817275"
"6960","0.43934346516644013","0.43934346516644013","0.43934346516644013"
"6994","0.4324853783770229","0.4324853783770229","0.4324853783770229"
"7028","0.316024707231651","0.316024707231651","0.316024707231651"
"7062","0.3584849685836149","0.3584849685836149","0.3584849685836149"
"7096","0.44042793228398236","0.44042793228398236","0.44042793228398236"
"7130","0.37151198119478424","0.37151198119478424","0.37151198119478424"
"7164","0.4095099212952504","0.4095099212952504","0.4095099212952504"
"7198","0.48063552676558857","0.48063552676558857","0.48063552676558857"
"7232","0.4618660174919386","0.4618660174919386","0.4618660174919386"
"7266","0.5110986059522583","0.5110986059522583","0.5110986059522583"
"7300","0.3061051779433535","0.3061051779433535","0.3061051779433535"
"7334","0.2927938123808506","0.2927938123808506","0.2927938123808506"
"7368","0.4939387069414262","0.4939387069414262","0.4939387069414262"
"7402","0.3452683820222533","0.3452683820222533","0.3452683820222533"
"7436","0.3192597905586177","0.3192597905586177","0.3192597905586177"
"7470","0.4278976214123859","0.4278976214123859","0.4278976214123859"
"7504","0.4577599775278498","0.4577599775278498","0.4577599775278498"
"7538","0.3656287609732727","0.3656287609732727","0.3656287609732727"
"7572","0.33376610753191405","0.33376610753191405","0.33376610753191405"
"7606","0.4185898214814596","0.4185898214814596","0.4185898214814596"
"7640","0.2311074960572277","0.2311074960572277","0.2311074960572277"
"7674","0.45786366470450385","0.45786366470450385","0.45786366470450385"
"7708","0.23328240902187114","0.23328240902187114","0.23328240902187114"
"7742","0.34181505398994855","0.34181505398994855","0.34181505398994855"
"7776","0.3470929085457776","0.3470929085457776","0.3470929085457776"
"7810","0.3779395144454771","0.3779395144454771","0.3779395144454771"
"7844","0.36309239296475576","0.36309239296475576","0.36309239296475576"
"7878","0.3387372372158324","0.3387372372158324","0.3387372372158324"
"7912","0.35754805913893106","0.35754805913893106","0.35754805913893106"
"7946","0.35249889223110875","0.35249889223110875","0.35249889223110875"
"7980","0.5055219490761873","0.5055219490761873","0.5055219490761873"
"8014","0.3224785416903827","0.3224785416903827","0.3224785416903827"
"8048","0.45704273459145645","0.45704273459145645","0.45704273459145645"
"8082","0.4511142431333625","0.4511142431333625","0.4511142431333625"
"8116","0.2931285658696048","0.2931285658696048","0.2931285658696048"
"8150","0.42309696077656217","0.42309696077656217","0.42309696077656217"
"8184","0.3982434563383846","0.3982434563383846","0.3982434563383846"
"8218","0.43169477639555115","0.43169477639555115","0.43169477639555115"
"8252","0.3787515913879389","0.3787515913879389","0.3787515913879389"
"8286","0.49878562087004347","0.49878562087004347","0.49878562087004347"
"8320","0.3642686433851104","0.3642686433851104","0.3642686433851104"
"8354","0.44861342589972564","0.44861342589972564","0.44861342589972564"
"8388","0.40196560410071797","0.40196560410071797","0.40196560410071797"
"8422","0.3502100051915351","0.3502100051915351","0.3502100051915351"
"8456","0.4093549606160422","0.4093549606160422","0.4093549606160422"
"8490","0.3272956412200608","0.3272956412200608","0.3272956412200608"
"8524","0.37692143730203737","0.37692143730203737","0.37692143730203737"
"8558","0.33938795156934837","0.33938795156934837","0.33938795156934837"
"8592","0.21061100385160794","0.21061100385160794","0.21061100385160794"
"8626","0.27128056250751875","0.27128056250751875","0.27128056250751875"
"8660","0.1948533031404476","0.1948533031404476","0.1948533031404476"
"8694","0.38532908577257635","0.38532908577257635","0.38532908577257635"
"8728","0.40380212645737634","0.40380212645737634","0.40380212645737634"
"8762","0.3108831749706287","0.3108831749706287","0.3108831749706287"
"8796","0.4020192385587594","0.4020192385587594","0.4020192385587594"
"8830","0.4376663919109373","0.4376663919109373","0.4376663919109373"
"8864","0.38164057793989903","0.38164057793989903","0.38164057793989903"
"8898","0.377326002578333","0.377326002578333","0.377326002578333"
"8932","0.4316385843013893","0.4316385843013893","0.4316385843013893"
"8966","0.44787255317870417","0.44787255317870417","0.44787255317870417"
"9000","0.38896526834313744","0.38896526834313744","0.38896526834313744"
"9034","0.45238197101084104","0.45238197101084104","0.45238197101084104"
"9068","0.5457964188341299","0.5457964188341299","0.5457964188341299"
"9102","0.5196822878974502","0.5196822878974502","0.5196822878974502"
"9136","0.4001318749045582","0.4001318749045582","0.4001318749045582"
"9170","0.501648708295907","0.501648708295907","0.501648708295907"
"9204","0.5688590033343913","0.5688590033343913","0.5688590033343913"
"9238","0.3946027085900922","0.3946027085900922","0.3946027085900922"
"9272","0.3259958097624666","0.3259958097624666","0.3259958097624666"
"9306","0.38939757962533433","0.38939757962533433","0.38939757962533433"
"9340","0.48862829798669044","0.48862829798669044","0.48862829798669044"
"9374","0.39212215831634073","0.39212215831634073","0.39212215831634073"
"9408","0.2790274724809061","0.2790274724809061","0.2790274724809061"
"9442","0.45994643080297415","0.45994643080297415","0.45994643080297415"
"9476","0.4988312552036111","0.4988312552036111","0.4988312552036111"
"9510","0.34303133898753857","0.34303133898753857","0.34303133898753857"
"9544","0.27837659415502747","0.27837659415502747","0.27837659415502747"
"9578","0.33571194463042925","0.33571194463042925","0.33571194463042925"
"9612","0.2188545414526939","0.2188545414526939","0.2188545414526939"
"9646","0.4636045662659723","0.4636045662659723","0.4636045662659723"
"9680","0.43096307156897024","0.43096307156897024","0.43096307156897024"
"9714","0.43270516264035835","0.43270516264035835","0.43270516264035835"
"9748","0.3667688813432066","0.3667688813432066","0.3667688813432066"
"9782","0.3206823761011854","0.3206823761011854","0.3206823761011854"
"9816","0.3938495497749255","0.3938495497749255","0.3938495497749255"
"9850","0.30984891841200546","0.30984891841200546","0.30984891841200546"
"9884","0.30681077881229096","0.30681077881229096","0.30681077881229096"
"9918","0.3049558009047992","0.3049558009047992","0.3049558009047992"
"9952","0.47531766780856094","0.47531766780856094","0.47531766780856094"
"9986","0.37736459503879133","0.37736459503879133","0.37736459503879133"
"10020","0.2498158863876955","0.2498158863876955","0.2498158863876955"
"10054","0.25705923029913336","0.25705923029913336","0.25705923029913336"
"10088","0.21711533910063432","0.21711533910063432","0.21711533910063432"
"10122","0.369566319868839","0.369566319868839","0.369566319868839"
"10156","0.4709577907691391","0.4709577907691391","0.4709577907691391"
"10190","0.3162064196687316","0.3162064196687316","0.3162064196687316"
"10224","0.35458870943144055","0.35458870943144055","0.35458870943144055"
"10258","0.4397769097355502","0.4397769097355502","0.4397769097355502"
"10292","0.35996337499107356","0.35996337499107356","0.35996337499107356"
"10326","0.26614815647395107","0.26614815647395107","0.26614815647395107"
"10360","0.2696422723602289","0.2696422723602289","0.2696422723602289"
"10394","0.29495018315182275","0.29495018315182275","0.29495018315182275"
"10428","0.22633571703940333","0.22633571703940333","0.22633571703940333"
"10462","0.37736293050453096","0.37736293050453096","0.37736293050453096"
"10496","0.48108455308482007","0.48108455308482007","0.48108455308482007"
"10530","0.4920086098332764","0.4920086098332764","0.4920086098332764"
"10564","0.4896904976696082","0.4896904976696082","0.4896904976696082"
"10598","0.3914241926112428","0.3914241926112428","0.3914241926112428"
"10632","0.40764001699915625","0.40764001699915625","0.40764001699915625"
"10666","0.33449233814412027","0.33449233814412027","0.33449233814412027"
"10700","0.3176942473611252","0.3176942473611252","0.3176942473611252"
"10734","0.32973942647062965","0.32973942647062965","0.32973942647062965"
"10768","0.3019462378597549","0.3019462378597549","0.3019462378597549"
"10802","0.43693600734819066","0.43693600734819066","0.43693600734819066"
"10836","0.3529085170116348","0.3529085170116348","0.3529085170116348"
"10870","0.3508266001905081","0.3508266001905081","0.3508266001905081"
"10904","0.5543724225260704","0.5543724225260704","0.5543724225260704"
"10938","0.44016148988372295","0.44016148988372295","0.44016148988372295"
"10972","0.32735963869461787","0.32735963869461787","0.32735963869461787"
"11006","0.44613102960300566","0.44613102960300566","0.44613102960300566"
"11040","0.5028369766536609","0.5028369766536609","0.5028369766536609"
"11074","0.2989833871947902","0.2989833871947902","0.2989833871947902"
"11108","0.46907595505490396","0.46907595505490396","0.46907595505490396"
"11142","0.44895888726162614","0.44895888726162614","0.44895888726162614"
"11176","0.49689511145806375","0.49689511145806375","0.49689511145806375"
"11210","0.34963637762191957","0.34963637762191957","0.34963637762191957"
"11244","0.5442114594870743","0.5442114594870743","0.5442114594870743"
"11278","0.3596590601251877","0.3596590601251877","0.3596590601251877"
"11312","0.46634329575726224","0.46634329575726224","0.46634329575726224"
"11346","0.3749258255322783","0.3749258255322783","0.3749258255322783"
"11380","0.17990557510165398","0.17990557510165398","0.17990557510165398"
"11414","0.5876021758531526","0.5876021758531526","0.5876021758531526"
"11448","0.3597068550201172","0.3597068550201172","0.3597068550201172"
"11482","0.4829201150175799","0.4829201150175799","0.4829201150175799"
"11516","0.31811171923258075","0.31811171923258075","0.31811171923258075"
"11550","0.35516459284624274","0.35516459284624274","0.35516459284624274"
"11584","0.4256254319600803","0.4256254319600803","0.4256254319600803"
"11618","0.33514413540615906","0.33514413540615906","0.33514413540615906"
"11652","0.4936248415513295","0.4936248415513295","0.4936248415513295"
"11686","0.277817420841766","0.277817420841766","0.277817420841766"
"11720","0.5610689812148685","0.5610689812148685","0.5610689812148685"
"11754","0.2787601067458872","0.2787601067458872","0.2787601067458872"
"11788","0.42491712855641534","0.42491712855641534","0.42491712855641534"
"11822","0.33814323721992684","0.33814323721992684","0.33814323721992684"
"11856","0.36597499135071043","0.36597499135071043","0.36597499135071043"
"11890","0.30392055467709705","0.30392055467709705","0.30392055467709705"
"11924","0.45999109656584536","0.45999109656584536","0.45999109656584536"
"11958","0.4074441950289218","0.4074441950289218","0.4074441950289218"
"11992","0.3361899993967226","0.3361899993967226","0.3361899993967226"
"12026","0.47373765190713263","0.47373765190713263","0.47373765190713263"
"12060","0.3536709218125855","0.3536709218125855","0.3536709218125855"
"12094","0.42974109948247","0.42974109948247","0.42974109948247"
"12128","0.3692214357460208","0.3692214357460208","0.3692214357460208"
"12162","0.33787793327121857","0.33787793327121857","0.33787793327121857"
"12196","0.3710487245343069","0.3710487245343069","0.3710487245343069"
"12230","0.23348756650232919","0.23348756650232919","0.23348756650232919"
"12264","0.33036175769997883","0.33036175769997883","0.33036175769997883"
"12298","0.32134459339920307","0.32134459339920307","0.32134459339920307"
"12332","0.47224759638063757","0.47224759638063757","0.47224759638063757"
"12366","0.3611136501116888","0.3611136501116888","0.3611136501116888"
"12400","0.2735493542716358","0.2735493542716358","0.2735493542716358"
"12434","0.40656180645490325","0.40656180645490325","0.40656180645490325"
"12468","0.5185088470309713","0.5185088470309713","0.5185088470309713"
"12502","0.4993458162284425","0.4993458162284425","0.4993458162284425"
"12536","0.44352883823709394","0.44352883823709394","0.44352883823709394"
"12570","0.27520298751449096","0.27520298751449096","0.27520298751449096"
"12604","0.44815424831401063","0.44815424831401063","0.44815424831401063"
"12638","0.5596963630902071","0.5596963630902071","0.5596963630902071"
"12672","0.4586579021570869","0.4586579021570869","0.4586579021570869"
"12706","0.26773731870593714","0.26773731870593714","0.26773731870593714"
"12740","0.3603377516164455","0.3603377516164455","0.3603377516164455"
"12774","0.2748291607506245","0.2748291607506245","0.2748291607506245"
"12808","0.34577503791242653","0.34577503791242653","0.34577503791242653"
"12842","0.44494459408955606","0.44494459408955606","0.44494459408955606"
"12876","0.3148085008460325","0.3148085008460325","0.3148085008460325"
"12910","0.25612431849035416","0.25612431849035416","0.25612431849035416"
"12944","0.38645608785631397","0.38645608785631397","0.38645608785631397"
"12978","0.4871069421835535","0.4871069421835535","0.4871069421835535"
"13012","0.4025803889110668","0.4025803889110668","0.4025803889110668"
"13046","0.4201797193289682","0.4201797193289682","0.4201797193289682"
"13080","0.3615811507665576","0.3615811507665576","0.3615811507665576"
"13114","0.4359628334141434","0.4359628334141434","0.4359628334141434"
"13148","0.2359141353139785","0.2359141353139785","0.2359141353139785"
"13182","0.3490244328235235","0.3490244328235235","0.3490244328235235"
"13216","0.40868344603014367","0.40868344603014367","0.40868344603014367"
"13250","0.31698412576177687","0.31698412576177687","0.31698412576177687"
"13284","0.44585801111969253","0.44585801111969253","0.44585801111969253"
"13318","0.43204290036527265","0.43204290036527265","0.43204290036527265"
"13352","0.4587952882922867","0.4587952882922867","0.4587952882922867"
"13386","0.5130674495514316","0.5130674495514316","0.5130674495514316"
"13420","0.5617932041754922","0.5617932041754922","0.5617932041754922"
"13454","0.30629440338053787","0.30629440338053787","0.30629440338053787"
"13488","0.5109516961795758","0.5109516961795758","0.5109516961795758"
"13522","0.3487266512018645","0.3487266512018645","0.3487266512018645"
"13556","0.3382781552897039","0.3382781552897039","0.3382781552897039"
"13590","0.516590810426557","0.516590810426557","0.516590810426557"
"13624","0.46342640960590425","0.46342640960590425","0.46342640960590425"
"13658","0.3583386973731116","0.3583386973731116","0.3583386973731116"
"13692","0.28750825159338717","0.28750825159338717","0.28750825159338717"
"13726","0.39557217595987654","0.39557217595987654","0.39557217595987654"
"13760","0.3963329034218952","0.3963329034218952","0.3963329034218952"
"13794","0.5051227458361388","0.5051227458361388","0.5051227458361388"
"13828","0.4034517637563788","0.4034517637563788","0.4034517637563788"
"13862","0.4300400839127561","0.4300400839127561","0.4300400839127561"
"13896","0.41700178938580973","0.41700178938580973","0.41700178938580973"
"13930","0.524629774284962","0.524629774284962","0.524629774284962"
"13964","0.5333299352147889","0.5333299352147889","0.5333299352147889"
"13998","0.4873893163134761","0.4873893163134761","0.4873893163134761"
"14032","0.37512930709842046","0.37512930709842046","0.37512930709842046"
"14066","0.26179681272860267","0.26179681272860267","0.26179681272860267"
"14100","0.6094476630354088","0.6094476630354088","0.6094476630354088"
"14134","0.4285665062663396","0.4285665062663396","0.4285665062663396"
"14168","0.45630609072641476","0.45630609072641476","0.45630609072641476"
"14202","0.3759022273630375","0.3759022273630375","0.3759022273630375"
"14236","0.43016255977534684","0.43016255977534684","0.43016255977534684"
"14270","0.4134224069248307","0.4134224069248307","0.4134224069248307"
"14304","0.26230465879048553","0.26230465879048553","0.26230465879048553"
"14338","0.2787039322309503","0.2787039322309503","0.2787039322309503"
"14372","0.34936209807038615","0.34936209807038615","0.34936209807038615"
"14406","0.5245279009222834","0.5245279009222834","0.5245279009222834"
"14440","0.5617429483311409","0.5617429483311409","0.5617429483311409"
"14474","0.5484888051543023","0.5484888051543023","0.5484888051543023"
"14508","0.2656079937640495","0.2656079937640495","0.2656079937640495"
"14542","0.3313295650861539","0.3313295650861539","0.3313295650861539"
"14576","0.35909791720424256","0.35909791720424256","0.35909791720424256"
"14610","0.4323072277632057","0.4323072277632057","0.4323072277632057"
"14644","0.35784701326859053","0.35784701326859053","0.35784701326859053"
"14678","0.550418940196128","0.550418940196128","0.550418940196128"
"14712","0.4923726100889256","0.4923726100889256","0.4923726100889256"
"14746","0.49807368743291763","0.49807368743291763","0.49807368743291763"
"14780","0.43774938649711476","0.43774938649711476","0.43774938649711476"
